TOWN,"STREET
NUMBER",STREET NAME,"INTERSECTING
STREET","DATE
CLASSIFIED","DATE
REPAIRED","LEAK
GRADE",Merged addresses,,unrepaired leaks at the start of the year,29
HUDSON,34,FELTON,PLEASANT ST,17-Sep-2015,21-Oct-2015,2,34 FELTON,,,
HUDSON,37,PACKARD,WILSON ST,17-Sep-2015,21-Oct-2015,2,37 PACKARD,,,
NEW BEDFORD,,WHITMAN,@ ASHLEY BLVD,17-Sep-2015,06-Nov-2015,2,WHITMAN,,,
SOMERVILLE,,POWDER HOUSE,@ 62 CURTIS ST,17-Sep-2015,14-Nov-2015,2,POWDER HOUSE,,,
DEDHAM,211-213,EAST,BROOKDALE RD,18-Sep-2015,18-Sep-2015,1,211-213 EAST,,,
MARLBORO,77,ESSEX,,18-Sep-2015,18-Sep-2015,2,77 ESSEX,,,
WORCESTER,,OTSEGO,@ FENIMORE RD,18-Sep-2015,18-Sep-2015,1,OTSEGO,,,
SHERBORN,9,WARD,,18-Sep-2015,16-Oct-2015,2,9 WARD,,,
FRAMINGHAM,30,ROSE,OAKCREST DR,18-Sep-2015,26-Oct-2015,2,30 ROSE,,,
FRAMINGHAM,32,OAK CREST,ROSE LN,18-Sep-2015,27-Oct-2015,2,32 OAK CREST,,,
SHERBORN,7-9,MILLSTONE,,18-Sep-2015,30-Oct-2015,2,7-9 MILLSTONE,,,
FRAMINGHAM,7,MAIN,,21-Sep-2015,21-Sep-2015,1,7 MAIN,,,
HUDSON,7,DOVER,AVON DR,21-Sep-2015,19-Oct-2015,2,7 DOVER,,,
MATTAPOISETT,35,FAIRHAVEN,WILDWOOD TER,21-Sep-2015,27-Oct-2015,2,35 FAIRHAVEN,,,
MATTAPOISETT,49,MAIN,COUNTY RD,22-Sep-2015,22-Sep-2015,1,49 MAIN,,,
PLYMOUTH,21,FILMORE,,22-Sep-2015,22-Sep-2015,1,21 FILMORE,,,
SHREWSBURY,11,TANAGER,KINGLET DR,22-Sep-2015,07-Oct-2015,2,11 TANAGER,,,
SHREWSBURY,94,HOWE,,22-Sep-2015,16-Oct-2015,2,94 HOWE,,,
SHREWSBURY,117,MAIN,STATE ST,22-Sep-2015,19-Oct-2015,2,117 MAIN,,,
FRAMINGHAM,12,CUNNINGHAM,,22-Sep-2015,22-Oct-2015,2,12 CUNNINGHAM,,,
MARLBORO,9,GREENDALE,,23-Sep-2015,23-Sep-2015,1,9 GREENDALE,,,
NEW BEDFORD,692,CHURCH,LYNN ST,23-Sep-2015,23-Sep-2015,1,692 CHURCH,,,
NEW BEDFORD,104,LOCUST,,23-Sep-2015,23-Sep-2015,2,104 LOCUST,,,
SHREWSBURY,,SOUTH QUINSIGAMOND,,23-Sep-2015,23-Sep-2015,2,SOUTH QUINSIGAMOND,,,
WESTWOOD,38,CURTIS,CONNORS ST,23-Sep-2015,24-Sep-2015,2,38 CURTIS,,,
SOMERVILLE,,CENTRAL,@ AVON ST,23-Sep-2015,25-Sep-2015,2,CENTRAL,,,
WESTWOOD,,DEAN,@ WEBSTER ST,23-Sep-2015,01-Oct-2015,2,DEAN,,,
SOMERVILLE,60,BERKELEY,CENTRE ST,23-Sep-2015,16-Nov-2015,2,60 BERKELEY,,,
MATTAPOISETT,49,MAIN,COUNTY RD,23-Sep-2015,24-Nov-2015,2,49 MAIN,,,
CAMBRIDGE,,FAYERWEATHER,AT CONCORD AVE,24-Sep-2015,24-Sep-2015,1,FAYERWEATHER,,,
FRAMINGHAM,17,DRISCOLL,ELM ST,24-Sep-2015,24-Sep-2015,1,17 DRISCOLL,,,
NEW BEDFORD,91,ROCKDALE,,24-Sep-2015,24-Sep-2015,1,91 ROCKDALE,,,
SHREWSBURY,89,LAKE,,24-Sep-2015,24-Sep-2015,2,89 LAKE,,,
WORCESTER,84,LOVELL,SPAULDING ST,24-Sep-2015,24-Sep-2015,1,84 LOVELL,,,
MARLBORO,345,BRIGHAM,DESIMONE DR,24-Sep-2015,09-Nov-2015,2,345 BRIGHAM,,,
SOMERVILLE,100,PROSPECT,OAK ST,24-Sep-2015,12-Dec-2015,2,100 PROSPECT,,,
MILLBURY,75-81,HORNE,,25-Sep-2015,25-Sep-2015,1,75-81 HORNE,,,
NORTHBORO,167,MAIN,,25-Sep-2015,25-Sep-2015,2,167 MAIN,,,
WORCESTER,112,GROVE,LANCASTER ST,25-Sep-2015,29-Sep-2015,2,112 GROVE,,,
SUTTON,8,PROVIDENCE,DEPOT ST,26-Sep-2015,26-Sep-2015,1,8 PROVIDENCE,,,
WORCESTER,6,FARNUM,,26-Sep-2015,26-Sep-2015,1,6 FARNUM,,,
SHREWSBURY,19,JORDAN,,26-Sep-2015,01-Oct-2015,2,19 JORDAN,,,
SHREWSBURY,11,OAKLAND,,27-Sep-2015,27-Sep-2015,2,11 OAKLAND,,,
FRAMINGHAM,41-47,BEACON,COCHITUATE RD,27-Sep-2015,28-Sep-2015,1,41-47 BEACON,,,
HYDE PARK,47 1/2,WEST MILTON,,28-Sep-2015,28-Sep-2015,1,47 1/2 WEST MILTON,,,
HYDE PARK,110,MEADOW,,28-Sep-2015,28-Sep-2015,1,110 MEADOW,,,
MARLBORO,255,EVELINA,BIGELOW ST,28-Sep-2015,28-Sep-2015,1,255 EVELINA,,,
NEEDHAM,10,NORFOLK,,28-Sep-2015,28-Sep-2015,1,10 NORFOLK,,,
SOMERVILLE,,SIMPSON,@ CADY AVE,28-Sep-2015,28-Sep-2015,1,SIMPSON,,,
NEEDHAM,21,LEE,GARY RD,28-Sep-2015,29-Sep-2015,2,21 LEE,,,
FRAMINGHAM,51,BEACON,@ COCHITUATE RD,28-Sep-2015,01-Oct-2015,2,51 BEACON,,,
SHREWSBURY,10,ANGELA,MAURY LN,28-Sep-2015,17-Oct-2015,2,10 ANGELA,,,
CAMBRIDGE,14,ELLERY,BROADWAY,29-Sep-2015,29-Sep-2015,1,14 ELLERY,,,
MILFORD,10,NORTH,,29-Sep-2015,29-Sep-2015,1,10 NORTH,,,
NEW BEDFORD,,JASON,@ CRAPO ST,29-Sep-2015,29-Sep-2015,2,JASON,,,
NEW BEDFORD,101,SYCAMORE,SPRUCE ST,29-Sep-2015,29-Sep-2015,2,101 SYCAMORE,,,
SOMERVILLE,720,BROADWAY,WILLOW AVE,29-Sep-2015,29-Sep-2015,1,720 BROADWAY,,,
NEW BEDFORD,189,PLYMOUTH,BURNS ST,29-Sep-2015,01-Oct-2015,2,189 PLYMOUTH,,,
SOMERVILLE,103,BEACON,BEACON PL,29-Sep-2015,13-Oct-2015,2,103 BEACON,,,
SOMERVILLE,40,HANCOCK,ELM ST,29-Sep-2015,14-Oct-2015,2,40 HANCOCK,,,
NEW BEDFORD,127-129,MAXFIELD,STATE ST,29-Sep-2015,21-Oct-2015,2,127-129 MAXFIELD,,,
SHREWSBURY,401,MAIN,,29-Sep-2015,04-Nov-2015,2,401 MAIN,,,
FRAMINGHAM,35,NEWTON,@ DAY HILL RD,29-Sep-2015,16-Nov-2015,2,35 NEWTON,,,
FRAMINGHAM,40,GLEASON,KING ST,29-Sep-2015,17-Dec-2015,2,40 GLEASON,,,
NEW BEDFORD,1517,COVE,,30-Sep-2015,30-Sep-2015,1,1517 COVE,,,
SOUTHBORO,25,MAIN,,30-Sep-2015,30-Sep-2015,1,25 MAIN,,,
NEEDHAM,191-193,MAPLE,,30-Sep-2015,15-Oct-2015,2,191-193 MAPLE,,,
FRAMINGHAM,12,MANSFIELD,,01-Oct-2015,01-Oct-2015,1,12 MANSFIELD,,,
FRAMINGHAM,125,FRANKLIN,,01-Oct-2015,01-Oct-2015,1,125 FRANKLIN,,,
MILLBURY,105-107,BURBANK,W. MAIN ST,01-Oct-2015,01-Oct-2015,1,105-107 BURBANK,,,
WORCESTER,17,KENDALL,,01-Oct-2015,01-Oct-2015,1,17 KENDALL,,,
HUDSON,75,HOUGHTON,,01-Oct-2015,02-Oct-2015,2,75 HOUGHTON,,,
HOPEDALE,107,HOPEDALE,,04-Oct-2015,04-Oct-2015,1,107 HOPEDALE,,,
MAYNARD,40,PARKER,HARRISON ST,04-Oct-2015,04-Oct-2015,1,40 PARKER,,,
CAMBRIDGE,2408,MASSACHUSETTS,HARVEY ST,05-Oct-2015,05-Oct-2015,1,2408 MASSACHUSETTS,,,
NATICK,13,FELCH,N. MAIN ST,05-Oct-2015,05-Oct-2015,2,13 FELCH,,,
NEW BEDFORD,361,COGGESHALL,ASHLEY BLVD,05-Oct-2015,05-Oct-2015,1,361 COGGESHALL,,,
NEW BEDFORD,550,NORTH FRONT,EUGENIA ST,05-Oct-2015,05-Oct-2015,1,550 NORTH FRONT,,,
WORCESTER,177,PROVIDENCE,,05-Oct-2015,05-Oct-2015,1,177 PROVIDENCE,,,
WORCESTER,259,PARK,,05-Oct-2015,05-Oct-2015,1,259 PARK,,,
DEDHAM,53,CURVE,VINCENT RD,05-Oct-2015,06-Oct-2015,2,53 CURVE,,,
NEW BEDFORD,536,NORTH FRONT,WHITMAN ST,05-Oct-2015,06-Oct-2015,2,536 NORTH FRONT,,,
DEDHAM,83,VINCENT,,05-Oct-2015,08-Oct-2015,2,83 VINCENT,,,
NEW BEDFORD,257,CLIFFORD,BROOK ST,05-Oct-2015,08-Oct-2015,2,257 CLIFFORD,,,
FRAMINGHAM,15,CURRIER,LANEWOOD DR,05-Oct-2015,19-Nov-2015,2,15 CURRIER,,,
CAMBRIDGE,120,FAYERWEATHER,VASSAL LN,06-Oct-2015,06-Oct-2015,1,120 FAYERWEATHER,,,
CAMBRIDGE,299,CONCORD,WALDEN ST,06-Oct-2015,06-Oct-2015,1,299 CONCORD,,,
DEDHAM,,COLUMBIA,@ WASHINGTON ST,06-Oct-2015,06-Oct-2015,1,COLUMBIA,,,
HOLLISTON,195,MOHAWK,,06-Oct-2015,06-Oct-2015,1,195 MOHAWK,,,
NEW BEDFORD,54,PRINCETON,,06-Oct-2015,06-Oct-2015,1,54 PRINCETON,,,
FRAMINGHAM,79,BEACON,COCHITUATE RD,06-Oct-2015,07-Oct-2015,2,79 BEACON,,,
FRAMINGHAM,17,BRIDLE PATH,,06-Oct-2015,07-Oct-2015,2,17 BRIDLE PATH,,,
NORTHBORO,167,MAIN,,06-Oct-2015,07-Oct-2015,2,167 MAIN,,,
WORCESTER,36,COMMODORE,COPLEY RD,06-Oct-2015,16-Oct-2015,2,36 COMMODORE,,,
WORCESTER,17,COMMODORE,COOLIDGE RD,06-Oct-2015,19-Oct-2015,2,17 COMMODORE,,,
HYDE PARK,138,CHITTICK,,06-Oct-2015,10-Dec-2015,2,138 CHITTICK,,,
FRAMINGHAM,58,LEDGEWOOD,,06-Oct-2015,11-Dec-2015,2,58 LEDGEWOOD,,,
CAMBRIDGE,127-129,FAYERWEATHER,CONCORD AVE,07-Oct-2015,07-Oct-2015,1,127-129 FAYERWEATHER,,,
NEW BEDFORD,1196,OLD PLAINVILLE,,07-Oct-2015,07-Oct-2015,1,1196 OLD PLAINVILLE,,,
SOMERVILLE,14,MILLER,SACRAMENTO ST,07-Oct-2015,07-Oct-2015,1,14 MILLER,,,
WORCESTER,1272,PLEASANT,JOPPA RD,07-Oct-2015,07-Oct-2015,1,1272 PLEASANT,,,
PLYMOUTH,105,SETON HIGHLANDS,,07-Oct-2015,09-Oct-2015,2,105 SETON HIGHLANDS,,,
WORCESTER,46,MARLAND,BURNCOAT ST,07-Oct-2015,19-Oct-2015,2,46 MARLAND,,,
WORCESTER,1264,PLEASANT,JOPPA RD,07-Oct-2015,10-Nov-2015,2,1264 PLEASANT,,,
WORCESTER,1280,PLEASANT,PROUTY LN,07-Oct-2015,14-Nov-2015,2,1280 PLEASANT,,,
HYDE PARK,22,SPRING HILL,,08-Oct-2015,08-Oct-2015,1,22 SPRING HILL,,,
NEW BEDFORD,34,BULLOCK,,08-Oct-2015,08-Oct-2015,2,34 BULLOCK,,,
NORTHBRIDGE,130,SHERYL,JON CIR,08-Oct-2015,08-Oct-2015,1,130 SHERYL,,,
WORCESTER,41,EDWARD,,08-Oct-2015,08-Oct-2015,1,41 EDWARD,,,
WORCESTER,127,PIEDMONT,,08-Oct-2015,08-Oct-2015,1,127 PIEDMONT,,,
MILFORD,45,GROVE,,08-Oct-2015,09-Oct-2015,1,45 GROVE,,,
DEDHAM,10,HELENA,TRENTON RD,08-Oct-2015,14-Nov-2015,2,10 HELENA,,,
HOLLISTON,207,MOHAWK,,08-Oct-2015,08-Dec-2015,2,207 MOHAWK,,,
CAMBRIDGE,181,CONCORD,HURON AVE,09-Oct-2015,09-Oct-2015,1,181 CONCORD,,,
FRAMINGHAM,266,WAVERLY,,09-Oct-2015,09-Oct-2015,1,266 WAVERLY,,,
MARLBORO,32,FARRINGTON,,09-Oct-2015,09-Oct-2015,2,32 FARRINGTON,,,
NEEDHAM,,WEBSTER,@ LONGFELLOW RD,09-Oct-2015,09-Oct-2015,2,WEBSTER,,,
SOMERVILLE,73,UNION,WASHINGTON ST,09-Oct-2015,09-Oct-2015,1,73 UNION,,,
MARION,41,MILL,WAREHAM RD,09-Oct-2015,30-Oct-2015,2,41 MILL,,,
CAMBRIDGE,,BROADWAY,@ GALILEO WAY,09-Oct-2015,01-Dec-2015,2,BROADWAY,,,
NEW BEDFORD,332,PARK,MILFORD ST,10-Oct-2015,10-Oct-2015,1,332 PARK,,,
HOLLISTON,27,KAREN,,10-Oct-2015,14-Oct-2015,2,27 KAREN,,,
SHREWSBURY,7,STATE,GARFIELD ST,12-Oct-2015,17-Oct-2015,2,7 STATE,,,
NEEDHAM,28,OLD FARM,,12-Oct-2015,12-Nov-2015,1,28 OLD FARM,,,
ASHLAND,164,CORDAVILLE,,13-Oct-2015,13-Oct-2015,2,164 CORDAVILLE,,,
FRAMINGHAM,266,WAVERLY,BLANDIN AVE,13-Oct-2015,13-Oct-2015,1,266 WAVERLY,,,
FRAMINGHAM,104,WALNUT,BUCKMINSTER ST,13-Oct-2015,13-Oct-2015,1,104 WALNUT,,,
NEW BEDFORD,11,MORELANDS,ASH ST,13-Oct-2015,13-Oct-2015,3,11 MORELANDS,,,
SHREWSBURY,108,PROSPECT,,13-Oct-2015,13-Oct-2015,1,108 PROSPECT,,,
MARLBORO,53,EVELINA,SCHOFIELD DR,13-Oct-2015,24-Oct-2015,2,53 EVELINA,,,
HOLLISTON,811,HIGHLAND,HOLLIS ST,13-Oct-2015,12-Dec-2015,2,811 HIGHLAND,,,
HOLLISTON,535,PRENTICE,MARSHALL ST,13-Oct-2015,18-Dec-2015,2,535 PRENTICE,,,
HOLLISTON,27,KAREN,GORWIN DR,14-Oct-2015,14-Oct-2015,2,27 KAREN,,,
NEW BEDFORD,25,THOMPSON,,14-Oct-2015,14-Oct-2015,2,25 THOMPSON,,,
NEW BEDFORD,258,HEMLOCK,,14-Oct-2015,14-Oct-2015,2,258 HEMLOCK,,,
SOMERVILLE,12,BEACON,BEACON ST,14-Oct-2015,14-Oct-2015,1,12 BEACON,,,
WORCESTER,5,AUDUBON,,14-Oct-2015,14-Oct-2015,1,5 AUDUBON,,,
FRAMINGHAM,8,LINDA,BROOK ST,14-Oct-2015,14-Dec-2015,2,8 LINDA,,,
ACUSHNET,119,PECKHAM,MORNINGSIDE AVE,15-Oct-2015,15-Oct-2015,1,119 PECKHAM,,,
HOPKINTON,25,HAYDEN ROWE,,15-Oct-2015,15-Oct-2015,1,25 HAYDEN ROWE,,,
NEW BEDFORD,79,WASHINGTON,,15-Oct-2015,15-Oct-2015,2,79 WASHINGTON,,,
ASHLAND,4,WESSON,E. UNION ST,15-Oct-2015,16-Oct-2015,2,4 WESSON,,,
NEEDHAM,,GREAT PLAIN,@ GAGE ST,15-Oct-2015,31-Oct-2015,2,GREAT PLAIN,,,
DARTMOUTH,165,ELM,SUMMER ST,15-Oct-2015,04-Nov-2015,2,165 ELM,,,
FRAMINGHAM,105,ELM,MAPLEWOOD ST,15-Oct-2015,05-Nov-2015,2,105 ELM,,,
FRAMINGHAM,82,ELM,MAPLEWOOD ST,15-Oct-2015,12-Dec-2015,2,82 ELM,,,
WORCESTER,1,NIXON,CAMBRIDGE ST,15-Oct-2015,15-Dec-2015,2,1 NIXON,,,
WORCESTER,15,SOUTH LENOX,PLEASANT ST,16-Oct-2015,16-Oct-2015,1,15 SOUTH LENOX,,,
WORCESTER,2,COPPAGE,,16-Oct-2015,16-Oct-2015,1,2 COPPAGE,,,
WORCESTER,100,GRAND,,16-Oct-2015,16-Oct-2015,1,100 GRAND,,,
CAMBRIDGE,120,HARVARD,DAVIS ST,16-Oct-2015,23-Oct-2015,2,120 HARVARD,,,
NEW BEDFORD,106,KING,CENTRAL ST,16-Oct-2015,30-Oct-2015,2,106 KING,,,
NEEDHAM,12,MCCULLOCH,WEST ST,16-Oct-2015,12-Dec-2015,2,12 MCCULLOCH,,,
CAMBRIDGE,174-186,ALEWIFE BROOK,,19-Oct-2015,19-Oct-2015,1,174-186 ALEWIFE BROOK,,,
WORCESTER,18,COMMODORE,,19-Oct-2015,19-Oct-2015,2,18 COMMODORE,,,
HYDE PARK,49,BRADLEE,,19-Oct-2015,20-Oct-2015,2,49 BRADLEE,,,
DEDHAM,70,DURHAM,KENSINGTON RD,19-Oct-2015,21-Oct-2015,2,70 DURHAM,,,
NATICK,,OVERBROOK,@ WORCESTER ST,19-Oct-2015,28-Oct-2015,2,OVERBROOK,,,
SOMERVILLE,10,PORTER,EVERGREEN SQ,19-Oct-2015,16-Dec-2015,2,10 PORTER,,,
MILFORD,35,PURDUE,,20-Oct-2015,20-Oct-2015,2,35 PURDUE,,,
PLYMOUTH,26,WARREN,,20-Oct-2015,20-Oct-2015,1,26 WARREN,,,
WORCESTER,76,BIRCH,,20-Oct-2015,20-Oct-2015,1,76 BIRCH,,,
WORCESTER,1094,MAIN,,20-Oct-2015,20-Oct-2015,1,1094 MAIN,,,
DARTMOUTH,131,ELM,FREMONT ST,20-Oct-2015,21-Oct-2015,2,131 ELM,,,
MARLBORO,212,GLEN,MACKAY DR,20-Oct-2015,21-Oct-2015,2,212 GLEN,,,
NEEDHAM,13,EMERSON,,20-Oct-2015,31-Oct-2015,2,13 EMERSON,,,
NEEDHAM,68,GREEN,LAWTON RD,20-Oct-2015,27-Nov-2015,2,68 GREEN,,,
ASHLAND,372-382,UNION,METROPOLITAN AVE,21-Oct-2015,21-Oct-2015,2,372-382 UNION,,,
FRAMINGHAM,15,CLARK,,21-Oct-2015,21-Oct-2015,1,15 CLARK,,,
PLYMOUTH,22,ROBINSON,,21-Oct-2015,21-Oct-2015,1,22 ROBINSON,,,
DEDHAM,70,DURHAM,,21-Oct-2015,22-Oct-2015,2,70 DURHAM,,,
NATICK,2,VILLAGE,,21-Oct-2015,22-Oct-2015,2,2 VILLAGE,,,
WORCESTER,34,COMMODORE,,21-Oct-2015,26-Oct-2015,2,34 COMMODORE,,,
FAIRHAVEN,67,MILL,MEADOW LN,21-Oct-2015,30-Oct-2015,3,67 MILL,,,
DARTMOUTH,263,ELM,,21-Oct-2015,04-Nov-2015,2,263 ELM,,,
FAIRHAVEN,31,BROOK,,21-Oct-2015,04-Nov-2015,2,31 BROOK,,,
FRAMINGHAM,60,HASTINGS,MURRAY RD,21-Oct-2015,16-Dec-2015,2,60 HASTINGS,,,
MAYNARD,36,NASON,,22-Oct-2015,22-Oct-2015,1,36 NASON,,,
WORCESTER,24,ORIENT,CHROME ST,22-Oct-2015,22-Oct-2015,1,24 ORIENT,,,
WORCESTER,1180-1184,PLEASANT,,22-Oct-2015,22-Oct-2015,1,1180-1184 PLEASANT,,,
FAIRHAVEN,35,HACKER,CASCO ST,22-Oct-2015,04-Nov-2015,2,35 HACKER,,,
NEW BEDFORD,92,WALDEN,,22-Oct-2015,04-Nov-2015,2,92 WALDEN,,,
MATTAPOISETT,LOT 77,FIELDSTONE,,23-Oct-2015,23-Oct-2015,1,LOT 77 FIELDSTONE,,,
NEW BEDFORD,799,ASHLEY,TARKILN HILL RD,23-Oct-2015,23-Oct-2015,1,799 ASHLEY,,,
NEW BEDFORD,31-33,BRIGHAM,,23-Oct-2015,23-Oct-2015,1,31-33 BRIGHAM,,,
SHREWSBURY,70,CHESTNUT,,23-Oct-2015,23-Oct-2015,2,70 CHESTNUT,,,
ASHLAND,66,BRAEBURN,HARDWICK RD,23-Oct-2015,29-Oct-2015,2,66 BRAEBURN,,,
HOPKINTON,,EASTVIEW,@ ROBBERN RD,23-Oct-2015,18-Nov-2015,2,EASTVIEW,,,
WORCESTER,562,LINCOLN,TYLER PRENTICE RD,23-Oct-2015,21-Nov-2015,2,562 LINCOLN,,,
FRAMINGHAM,7,FAIRFIELD,FAIRFIELD TER,23-Oct-2015,04-Dec-2015,2,7 FAIRFIELD,,,
HOLLISTON,,HOPPING BROOK,@ ROUTE 16,23-Oct-2015,09-Dec-2015,2,HOPPING BROOK,,,
MILFORD,95,WEST,MADDEN AVE,24-Oct-2015,24-Oct-2015,1,95 WEST,,,
NEW BEDFORD,16,MARGIN,,24-Oct-2015,24-Oct-2015,1,16 MARGIN,,,
WORCESTER,30-32,MERLIN,CAMELOT DR,24-Oct-2015,06-Nov-2015,2,30-32 MERLIN,,,
HOLLISTON,,PRENTICE,BONNY DR,24-Oct-2015,18-Dec-2015,2,PRENTICE,,,
FRAMINGHAM,37,MAIN,,26-Oct-2015,26-Oct-2015,1,37 MAIN,,,
SHREWSBURY,5,MORNING SIDE,,26-Oct-2015,26-Oct-2015,2,5 MORNING SIDE,,,
SOMERVILLE,,HANCOCK,@ SUMMER ST,26-Oct-2015,26-Oct-2015,1,HANCOCK,,,
UPTON,11,BLUEBERRY,,26-Oct-2015,26-Oct-2015,1,11 BLUEBERRY,,,
UXBRIDGE,86,NORTH MAIN,,26-Oct-2015,26-Oct-2015,1,86 NORTH MAIN,,,
WORCESTER,16,ROSEMONT,,26-Oct-2015,26-Oct-2015,1,16 ROSEMONT,,,
WORCESTER,,CARO,@ BOYDEN ST,26-Oct-2015,27-Oct-2015,1,CARO,,,
HYDE PARK,173,SHERRIN,,26-Oct-2015,28-Oct-2015,2,173 SHERRIN,,,
FRAMINGHAM,21,CHARLES,,26-Oct-2015,31-Oct-2015,2,21 CHARLES,,,
WORCESTER,732,GROVE,DRUMMOND AVE,26-Oct-2015,31-Oct-2015,2,732 GROVE,,,
DEDHAM,31-33,MORELAND,,26-Oct-2015,04-Nov-2015,2,31-33 MORELAND,,,
DEDHAM,125,GAINSVILLE,GLEN RD,26-Oct-2015,09-Dec-2015,2,125 GAINSVILLE,,,
FRAMINGHAM,26,AUBURN STREET,,27-Oct-2015,03-Nov-2015,2,26 AUBURN STREET,,,
MARLBORO,35,EVELINA,SCHOFIELD DR,27-Oct-2015,05-Nov-2015,2,35 EVELINA,,,
SHREWSBURY,22,RED COAT,,27-Oct-2015,12-Nov-2015,2,22 RED COAT,,,
SOMERVILLE,157,BEACON,PROPERZI WAY,27-Oct-2015,19-Nov-2015,2,157 BEACON,,,
WORCESTER,18-20,BERKELY,SHAWMUT ST,27-Oct-2015,19-Nov-2015,2,18-20 BERKELY,,,
NEEDHAM,,HIGHLAND,@ CAREY RD,27-Oct-2015,21-Nov-2015,2,HIGHLAND,,,
HUDSON,7,RIDGE,,27-Oct-2015,24-Nov-2015,2,7 RIDGE,,,
FRAMINGHAM,10,CHILDS,PROSPECT ST,27-Oct-2015,01-Dec-2015,2,10 CHILDS,,,
DEDHAM,17-19,BROOKDALE,,27-Oct-2015,02-Dec-2015,2,17-19 BROOKDALE,,,
NEEDHAM,,MAY,@ FAIR OAKS PK,27-Oct-2015,04-Dec-2015,2,MAY,,,
NATICK,,VILLAGE GREEN,@ BLDG 8,27-Oct-2015,08-Dec-2015,2,VILLAGE GREEN,,,
FRAMINGHAM,3,MURRAY,HASTINGS ST,27-Oct-2015,16-Dec-2015,2,3 MURRAY,,,
ASHLAND,214,CAPTAIN EAMES,,28-Oct-2015,28-Oct-2015,2,214 CAPTAIN EAMES,,,
HUDSON,43,ELM,COX ST,28-Oct-2015,28-Oct-2015,2,43 ELM,,,
WORCESTER,,BOYDEN,@ CARO ST,28-Oct-2015,28-Oct-2015,1,BOYDEN,,,
WORCESTER,26,HUNTHURST,GLENDALE ST,28-Oct-2015,28-Oct-2015,1,26 HUNTHURST,,,
DEDHAM,16,NAY,,28-Oct-2015,31-Oct-2015,2,16 NAY,,,
FRAMINGHAM,15,CIDER MILL,,28-Oct-2015,03-Nov-2015,2,15 CIDER MILL,,,
FRAMINGHAM,13,HAYNES,BRYANT RD,28-Oct-2015,23-Dec-2015,2,13 HAYNES,,,
FRAMINGHAM,61,LINDA,FENWAY ST,29-Oct-2015,29-Oct-2015,1,61 LINDA,,,
HUDSON,19,GLENDALE,,29-Oct-2015,29-Oct-2015,1,19 GLENDALE,,,
UXBRIDGE,40,TAFT HILL,,29-Oct-2015,29-Oct-2015,2,40 TAFT HILL,,,
FAIRHAVEN,191,MAIN,,29-Oct-2015,30-Oct-2015,1,191 MAIN,,,
CAMBRIDGE,104,KINNAIRD,,29-Oct-2015,07-Nov-2015,2,104 KINNAIRD,,,
CAMBRIDGE,120,HARVARD,,29-Oct-2015,09-Nov-2015,2,120 HARVARD,,,
FAIRHAVEN,75,MILL,ROUTE 6,30-Oct-2015,30-Oct-2015,3,75 MILL,,,
HOPKINTON,,BENSON,,30-Oct-2015,30-Oct-2015,2,BENSON,,,
MARLBORO,225,BOUNDARY,,30-Oct-2015,30-Oct-2015,1,225 BOUNDARY,,,
WORCESTER,,FLAGG,@ AIDUBON RD,30-Oct-2015,30-Oct-2015,1,FLAGG,,,
WORCESTER,10,BOYDEN,CARO ST,30-Oct-2015,30-Oct-2015,1,10 BOYDEN,,,
FRAMINGHAM,11,LAVERDURE,,30-Oct-2015,04-Nov-2015,2,11 LAVERDURE,,,
FRAMINGHAM,3,LAVERDURE,,30-Oct-2015,04-Nov-2015,2,3 LAVERDURE,,,
NEW BEDFORD,,ACUSHNET,,30-Oct-2015,20-Nov-2015,2,ACUSHNET,,,
NEEDHAM,53,WEBSTER,,30-Oct-2015,03-Dec-2015,2,53 WEBSTER,,,
SOUTHBORO,21,COSLIN,,31-Oct-2015,31-Oct-2015,2,21 COSLIN,,,
WORCESTER,37,CLARIDGE,,31-Oct-2015,15-Dec-2015,2,37 CLARIDGE,,,
DEDHAM,13,NAY,,01-Nov-2015,02-Nov-2015,2,13 NAY,,,
FAIRHAVEN,18,KANE,,02-Nov-2015,02-Nov-2015,1,18 KANE,,,
FRAMINGHAM,237,UNION,,02-Nov-2015,02-Nov-2015,1,237 UNION,,,
HUDSON,46,LAUREL,,02-Nov-2015,02-Nov-2015,2,46 LAUREL,,,
MAYNARD,251,MAIN,,02-Nov-2015,02-Nov-2015,1,251 MAIN,,,
MILFORD,28,LAWRENCE,QUINLAN ST,02-Nov-2015,02-Nov-2015,1,28 LAWRENCE,,,
MILFORD,5,RICHMOND,,02-Nov-2015,02-Nov-2015,2,5 RICHMOND,,,
NEW BEDFORD,,LINDEN,@ PURCHASE ST,02-Nov-2015,02-Nov-2015,2,LINDEN,,,
NORTHBORO,380,WHITNEY,,02-Nov-2015,02-Nov-2015,1,380 WHITNEY,,,
HOPKINTON,6,THAYER HEIGHTS,BLUEBERRY LN,02-Nov-2015,16-Nov-2015,2,6 THAYER HEIGHTS,,,
MILLBURY,,THOMAS HILL,@ ALDRICH RD,02-Nov-2015,19-Nov-2015,2,THOMAS HILL,,,
FRAMINGHAM,790,EDGELL,,03-Nov-2015,03-Nov-2015,2,790 EDGELL,,,
WORCESTER,34,COMMODORE,,03-Nov-2015,03-Nov-2015,1,34 COMMODORE,,,
WORCESTER,34,SHAMROCK,,03-Nov-2015,03-Nov-2015,1,34 SHAMROCK,,,
