TOWN,ADDRESS,INTERSECTING STREET,DATE CLASSIFIED,LEAK GRADE,unrepaired leaks at the start of the year,2629
MILFORD,13 MURIEL,,23-Sep-2014,3,,
MILFORD,22 WATER,,23-Sep-2014,3,,
MILFORD,WATER,,23-Sep-2014,3,,
WORCESTER,5 BENEDICT,,23-Sep-2014,3,,
WORCESTER,9 BIRMINGHAM,,23-Sep-2014,3,,
WORCESTER,36 BLAINE,,23-Sep-2014,3,,
WORCESTER,15 BOXFORD,,23-Sep-2014,3,,
WORCESTER,BOYD,,23-Sep-2014,3,,
WORCESTER,36 BOYLSTON,,23-Sep-2014,3,,
WORCESTER,7 DOROTHY,,23-Sep-2014,3,,
WORCESTER,54 ELM,,23-Sep-2014,3,,
WORCESTER,5-7 FRONGILLO-FARM,,23-Sep-2014,3,,
WORCESTER,197 STAFFORD,,23-Sep-2014,3,,
DEDHAM,55 SAWYER,,24-Sep-2014,3,,
DEDHAM,21 SHIRETOWN,,24-Sep-2014,3,,
MARION,188 FRONT,,24-Sep-2014,3,,
MARION,365 FRONT,,24-Sep-2014,3,,
WORCESTER,QUINSIGAMOND,@ OLDE MILLBURY STREET,24-Sep-2014,3,,
DEDHAM,6 SHORT,,25-Sep-2014,3,,
DEDHAM,5 SIDNEY,,25-Sep-2014,3,,
GRAFTON,10 BEVERLY,,25-Sep-2014,3,,
GRAFTON,6 SHORE,,25-Sep-2014,3,,
MARION,51 MILL,,25-Sep-2014,3,,
MARION,513 MILL,,25-Sep-2014,3,,
MARION,704 MILL,,25-Sep-2014,3,,
MARION,732 MILL,,25-Sep-2014,3,,
NORTHBRIDGE,222 CHURCH,,25-Sep-2014,3,,
NORTHBRIDGE,106 EAST,,25-Sep-2014,3,,
NORTHBRIDGE,70 EAST,,25-Sep-2014,3,,
NORTHBRIDGE,15-17 FOREST,,25-Sep-2014,3,,
NORTHBRIDGE,26-28 FOREST,,25-Sep-2014,3,,
NORTHBRIDGE,35-37 FOREST,,25-Sep-2014,3,,
NORTHBRIDGE,68 JON,,25-Sep-2014,3,,
WORCESTER,88 BRANDON,,25-Sep-2014,3,,
WORCESTER,12 BRANTWOOD,,25-Sep-2014,3,,
WORCESTER,63 BRANTWOOD,,25-Sep-2014,3,,
WORCESTER,65 BRANTWOOD,,25-Sep-2014,3,,
WORCESTER,16 BRATTLE,,25-Sep-2014,3,,
WORCESTER,97 BRATTLE,,25-Sep-2014,3,,
WORCESTER,34 BRIGHTON,,25-Sep-2014,3,,
WORCESTER,12 BRISTOL,,25-Sep-2014,3,,
WORCESTER,OPP 23 BRISTOL,,25-Sep-2014,3,,
WORCESTER,148 BROOKLINE,,25-Sep-2014,3,,
WORCESTER,5 BROOKMAN,,25-Sep-2014,3,,
WORCESTER,134 MASSASOIT,,25-Sep-2014,3,,
WORCESTER,54 MASSASOIT,,25-Sep-2014,3,,
WORCESTER,76 MASSASOIT,,25-Sep-2014,3,,
WORCESTER,92 MASSASOIT,,25-Sep-2014,3,,
WORCESTER,94 MASSASOIT,,25-Sep-2014,3,,
WORCESTER,MASSASOIT,,25-Sep-2014,3,,
WORCESTER,582 PARK,,25-Sep-2014,3,,
WORCESTER,PARK,@ BEAVER BROOK PARKWAY,25-Sep-2014,3,,
WORCESTER,284 PLANTATION,,25-Sep-2014,3,,
WORCESTER,9 STAFFORD,,25-Sep-2014,3,,
DEDHAM,14-16 N-STONE-MILL,,26-Sep-2014,3,,
MARION,LEWIS,,26-Sep-2014,3,,
MARION,99 MAIN,,26-Sep-2014,3,,
MATTAPOISETT,9 CATHAWAY,,26-Sep-2014,3,,
MATTAPOISETT,19 MAIN,,26-Sep-2014,3,,
MATTAPOISETT,24 MAIN,,26-Sep-2014,3,,
MATTAPOISETT,37 MAIN,,26-Sep-2014,3,,
MATTAPOISETT,40 MAIN,,26-Sep-2014,3,,
MATTAPOISETT,50 MAIN,,26-Sep-2014,3,,
MATTAPOISETT,3 RIVER,,26-Sep-2014,3,,
MILLBURY,294 MILLBURY,,26-Sep-2014,3,,
NATICK,FISKE,@ POND STREET,26-Sep-2014,3,,
NATICK,14 SYLVESTER,,26-Sep-2014,3,,
WORCESTER,76 BROOKS,,26-Sep-2014,3,,
WORCESTER,BROOKS,,26-Sep-2014,3,,
WORCESTER,BROOKS,,26-Sep-2014,3,,
WORCESTER,BROOKS,,26-Sep-2014,3,,
WORCESTER,65 BROWNELL,,26-Sep-2014,3,,
WORCESTER,78 BROWNELL,,26-Sep-2014,3,,
WORCESTER,11 BURNCOAT,,26-Sep-2014,3,,
WORCESTER,198 BURNCOAT,,26-Sep-2014,3,,
WORCESTER,23 BURNCOAT,,26-Sep-2014,3,,
WORCESTER,9 BURNCOAT,,26-Sep-2014,3,,
WORCESTER,GARDNER,,26-Sep-2014,3,,
WORCESTER,23 GRAND,,26-Sep-2014,3,,
WORCESTER,MELVILLE,@ PAINE STREET,26-Sep-2014,3,,
WORCESTER,316 PLANTATION,,26-Sep-2014,3,,
WORCESTER,SARGENT,,26-Sep-2014,3,,
DEDHAM,184 VINCENT,,29-Sep-2014,3,,
DEDHAM,34 VINCENT,,29-Sep-2014,3,,
DEDHAM,90 VINCENT,,29-Sep-2014,3,,
FAIRHAVEN,27 ASH,,29-Sep-2014,3,,
FAIRHAVEN,3 LONG,,29-Sep-2014,3,,
GRAFTON,WESTVIEW,@ WOODSIDE DRIVE,29-Sep-2014,3,,
HOPKINTON,71 HAYDEN-ROWE,,29-Sep-2014,3,,
HOPKINTON,80 HAYDEN-ROWE,,29-Sep-2014,3,,
KINGSTON,87 MAIN,,29-Sep-2014,3,,
MARION,319 WAREHAM,,29-Sep-2014,3,,
MARION,454 WAREHAM,,29-Sep-2014,3,,
MARION,458 WAREHAM,,29-Sep-2014,3,,
NEW BEDFORD,478 NASH,,29-Sep-2014,3,,
WORCESTER,228 BURNCOAT,,29-Sep-2014,3,,
WORCESTER,572 BURNCOAT,,29-Sep-2014,3,,
WORCESTER,BURNCOAT,,29-Sep-2014,3,,
WORCESTER,253 CAMBRIDGE,,29-Sep-2014,3,,
WORCESTER,285 CAMBRIDGE,,29-Sep-2014,3,,
WORCESTER,369 CAMBRIDGE,,29-Sep-2014,3,,
WORCESTER,438 CAMBRIDGE,,29-Sep-2014,3,,
WORCESTER,629 CAMBRIDGE,,29-Sep-2014,3,,
WORCESTER,CAMBRIDGE,,29-Sep-2014,3,,
WORCESTER,25 DUXBURY,,29-Sep-2014,3,,
WORCESTER,FIR,@ NORFOLK STREET,29-Sep-2014,3,,
WORCESTER,136 FREMONT,,29-Sep-2014,3,,
WORCESTER,142 FREMONT,,29-Sep-2014,3,,
WORCESTER,OPP 284 LAKE,,29-Sep-2014,3,,
WORCESTER,118 NORFOLK,,29-Sep-2014,3,,
WORCESTER,SALISBURY,AT WACHUSETT ST,29-Sep-2014,3,,
DEDHAM,34 VIOLET,,30-Sep-2014,3,,
DEDHAM,112 WALNUT,,30-Sep-2014,3,,
DEDHAM,45 WALNUT,,30-Sep-2014,3,,
FAIRHAVEN,74 ELM,,30-Sep-2014,3,,
FAIRHAVEN,15 PLYMOUTH,,30-Sep-2014,3,,
FAIRHAVEN,20 PLYMOUTH,,30-Sep-2014,3,,
KINGSTON,6 COUNTRY,,30-Sep-2014,3,,
KINGSTON,169 LAKE,,30-Sep-2014,3,,
KINGSTON,12 MONTCLAIR,,30-Sep-2014,3,,
KINGSTON,38 NOTTINGHAM,,30-Sep-2014,3,,
KINGSTON,16 SCHOOL,,30-Sep-2014,3,,
MARION,113 SPRING,,30-Sep-2014,3,,
MARION,37 SPRING,,30-Sep-2014,3,,
MENDON,31 HASTINGS,,30-Sep-2014,3,,
MILFORD,4 MEADE,,30-Sep-2014,3,,
MILFORD,S-MAIN,,30-Sep-2014,3,,
WORCESTER,ANNA,,30-Sep-2014,3,,
WORCESTER,8 BUCKINGHAM,,30-Sep-2014,3,,
WORCESTER,5 CAMP,,30-Sep-2014,3,,
WORCESTER,149-151 CANTERBURY,,30-Sep-2014,3,,
WORCESTER,165 CANTERBURY,,30-Sep-2014,3,,
WORCESTER,CHAMBERS,,30-Sep-2014,3,,
WORCESTER,100 CHANDLER,,30-Sep-2014,3,,
WORCESTER,104 CHANDLER,,30-Sep-2014,3,,
WORCESTER,72-80 CHANDLER,,30-Sep-2014,3,,
WORCESTER,73 CHANDLER,,30-Sep-2014,3,,
WORCESTER,64 FLAGG,,30-Sep-2014,3,,
WORCESTER,FLAGG,,30-Sep-2014,3,,
WORCESTER,66 PLANTATION,,30-Sep-2014,3,,
WORCESTER,84 PLANTATION,,30-Sep-2014,3,,
WORCESTER,PLANTATION,@ HAMILTON STREET,30-Sep-2014,3,,
WORCESTER,356 SALISBURY,,30-Sep-2014,3,,
WORCESTER,535 SALISBURY,,30-Sep-2014,3,,
WORCESTER,620 SALISBURY,,30-Sep-2014,3,,
DEDHAM,321 WASHINGTON,,01-Oct-2014,3,,
DEDHAM,496 WASHINGTON,,01-Oct-2014,3,,
FAIRHAVEN,CASTLE,,01-Oct-2014,3,,
FAIRHAVEN,215 GREEN,,01-Oct-2014,3,,
FAIRHAVEN,25 LINDEN,,01-Oct-2014,3,,
FAIRHAVEN,LINDEN,,01-Oct-2014,3,,
MARION,4 WATER,,01-Oct-2014,3,,
MARION,81 WATER,,01-Oct-2014,3,,
MARION,85 WATER,,01-Oct-2014,3,,
MARION,WATER,,01-Oct-2014,3,,
MATTAPOISETT,7 EDGEWOOD,,01-Oct-2014,3,,
NORTHBORO,10 CHURCH,,01-Oct-2014,3,,
NORTHBORO,WHITNEY,,01-Oct-2014,3,,
PLYMOUTH,41 SOUTH,,01-Oct-2014,3,,
PLYMOUTH,WARREN,,01-Oct-2014,3,,
SHERBORN,14 BROOK,,01-Oct-2014,3,,
SHERBORN,BROOK,,01-Oct-2014,3,,
SHERBORN,13 COURSE-BROOK,,01-Oct-2014,3,,
SHERBORN,11 HARRINGTON-RIDGE,,01-Oct-2014,3,,
SHERBORN,JACKSON,,01-Oct-2014,3,,
SHERBORN,51 PARKS,,01-Oct-2014,3,,
SHERBORN,62 RUSSETT-HILL,,01-Oct-2014,3,,
SHERBORN,SPEEN,,01-Oct-2014,3,,
SHERBORN,136 WESTERN,,01-Oct-2014,3,,
SOMERVILLE,DANE,,01-Oct-2014,3,,
SOMERVILLE,MEDFORD,,01-Oct-2014,3,,
WESTBOROUGH,18 LYMAN,,01-Oct-2014,3,,
WESTBOROUGH,24 LYMAN,,01-Oct-2014,3,,
WESTBOROUGH,164 MILK,,01-Oct-2014,3,,
WESTBOROUGH,166 MILK,,01-Oct-2014,3,,
WORCESTER,14 ANNA,,01-Oct-2014,3,,
WORCESTER,114 CHANDLER,,01-Oct-2014,3,,
WORCESTER,128 CHANDLER,,01-Oct-2014,3,,
WORCESTER,162 CHANDLER,,01-Oct-2014,3,,
WORCESTER,170 CHANDLER,,01-Oct-2014,3,,
WORCESTER,174 CHANDLER,,01-Oct-2014,3,,
WORCESTER,330 CHANDLER,,01-Oct-2014,3,,
WORCESTER,340 CHANDLER,,01-Oct-2014,3,,
WORCESTER,OPP 263 CHANDLER,,01-Oct-2014,3,,
WORCESTER,101-103 FOREST,,01-Oct-2014,3,,
WORCESTER,119 FOREST,,01-Oct-2014,3,,
WORCESTER,FOREST,,01-Oct-2014,3,,
WORCESTER,435 MASSASOIT,,01-Oct-2014,3,,
WORCESTER,5 MASSASOIT,,01-Oct-2014,3,,
WORCESTER,MASSASOIT,,01-Oct-2014,3,,
WORCESTER,MASSASOIT,,01-Oct-2014,3,,
WORCESTER,82 MAY,,01-Oct-2014,3,,
WORCESTER,86 MAY,,01-Oct-2014,3,,
WORCESTER,OPP 27 ROCKDALE,,01-Oct-2014,3,,
WORCESTER,86 SEYMOUR,,01-Oct-2014,3,,
WORCESTER,8 SOUTHVIEW,,01-Oct-2014,3,,
WORCESTER,STATE,,01-Oct-2014,3,,
WORCESTER,9 STEELE,,01-Oct-2014,3,,
WORCESTER,STURGIS,,01-Oct-2014,3,,
CAMBRIDGE,63-65 BELMONT,,02-Oct-2014,3,,
CAMBRIDGE,BELMONT,,02-Oct-2014,3,,
CAMBRIDGE,3 BERKELEY,,02-Oct-2014,3,,
CAMBRIDGE,177 COOLIDGE,,02-Oct-2014,3,,
DEDHAM,10 WHITEHALL,,02-Oct-2014,3,,
FAIRHAVEN,WILDING,,02-Oct-2014,3,,
FAIRHAVEN,WILDING,,02-Oct-2014,3,,
MARION,3 BARNABAS,,02-Oct-2014,3,,
MARION,HERMITAGE,,02-Oct-2014,3,,
MARION,HIGHLAND,,02-Oct-2014,3,,
MARION,8 PIE,,02-Oct-2014,3,,
MATTAPOISETT,91 COUNTY,,02-Oct-2014,3,,
MATTAPOISETT,5 FAIRHAVEN,,02-Oct-2014,3,,
MATTAPOISETT,OPP 48 FAIRHAVEN,,02-Oct-2014,3,,
NATICK,SPRING,,02-Oct-2014,3,,
NATICK,36 WATER,,02-Oct-2014,3,,
SHREWSBURY,8 FOX HILL,,02-Oct-2014,3,,
SHREWSBURY,17 OAKLAND,,02-Oct-2014,3,,
SHREWSBURY,8 OAKLAND,,02-Oct-2014,3,,
SOMERVILLE,23 PORTER,,02-Oct-2014,3,,
SOMERVILLE,151 SUMMER,,02-Oct-2014,3,,
SOMERVILLE,SUMMER,,02-Oct-2014,3,,
UXBRIDGE,16 CROSS,,02-Oct-2014,3,,
UXBRIDGE,33 E-HARTFORD,,02-Oct-2014,3,,
UXBRIDGE,119 N-MAIN,,02-Oct-2014,3,,
UXBRIDGE,44 RIVULET,,02-Oct-2014,3,,
UXBRIDGE,71 S-MAIN,,02-Oct-2014,3,,
WESTBOROUGH,50 EAST MAIN,,02-Oct-2014,3,,
WESTBOROUGH,30 LYMAN,,02-Oct-2014,3,,
WORCESTER,555 CHANDLER,,02-Oct-2014,3,,
WORCESTER,556 CHANDLER,,02-Oct-2014,3,,
WORCESTER,572 CHANDLER,,02-Oct-2014,3,,
WORCESTER,582 CHANDLER,,02-Oct-2014,3,,
WORCESTER,606 CHANDLER,,02-Oct-2014,3,,
WORCESTER,614 CHANDLER,,02-Oct-2014,3,,
WORCESTER,621 CHANDLER,,02-Oct-2014,3,,
WORCESTER,635-643 CHANDLER,,02-Oct-2014,3,,
WORCESTER,CHANDLER,,02-Oct-2014,3,,
WORCESTER,83 FOREST,,02-Oct-2014,3,,
WORCESTER,FOREST,,02-Oct-2014,3,,
WORCESTER,SHERMAN,,02-Oct-2014,3,,
WORCESTER,225 SHREWSBURY,,02-Oct-2014,3,,
WORCESTER,254 SHREWSBURY,,02-Oct-2014,3,,
WORCESTER,333 SHREWSBURY,,02-Oct-2014,3,,
WORCESTER,345 SHREWSBURY,,02-Oct-2014,3,,
WORCESTER,595 SOUTHBRIDGE,,02-Oct-2014,3,,
WORCESTER,SOUTHBRIDGE,,02-Oct-2014,3,,
DEDHAM,58 VIOLET,,03-Oct-2014,3,,
DEDHAM,36 WOODLEIGH,,03-Oct-2014,3,,
FAIRHAVEN,CASTLE,@ 29 ELM STREET,03-Oct-2014,3,,
FAIRHAVEN,61 OXFORD,,03-Oct-2014,3,,
FAIRHAVEN,65 OXFORD,,03-Oct-2014,3,,
MATTAPOISETT,FAIRHAVEN,,03-Oct-2014,3,,
WORCESTER,43 CHARLOTTE,,03-Oct-2014,3,,
WORCESTER,CHESTERFIELD,,03-Oct-2014,3,,
WORCESTER,30 CLARA,,03-Oct-2014,3,,
WORCESTER,11 CLARIDGE,,03-Oct-2014,3,,
WORCESTER,24 CLARIDGE,,03-Oct-2014,3,,
WORCESTER,64 CLARIDGE,,03-Oct-2014,3,,
WORCESTER,122 CLARK,,03-Oct-2014,3,,
WORCESTER,84 CLARK,,03-Oct-2014,3,,
WORCESTER,33 FLAGG,,03-Oct-2014,3,,
WORCESTER,37 FLAGG,,03-Oct-2014,3,,
WORCESTER,45 FLAGG,,03-Oct-2014,3,,
WORCESTER,FLAGG,,03-Oct-2014,3,,
WORCESTER,1158 MAIN,,03-Oct-2014,3,,
WORCESTER,1168 MAIN,,03-Oct-2014,3,,
WORCESTER,446 MAIN,,03-Oct-2014,3,,
WORCESTER,805 MAIN,,03-Oct-2014,3,,
WORCESTER,UXBRIDGE,@ DUXBURY STREET,03-Oct-2014,3,,
AUBURN,93 BOYCE,,04-Oct-2014,3,,
AUBURN,3502 FOREST PARK,,05-Oct-2014,3,,
FAIRHAVEN,ADAMS,,06-Oct-2014,3,,
FAIRHAVEN,193 MAIN,,06-Oct-2014,3,,
MATTAPOISETT,123 FAIRHAVEN,,06-Oct-2014,3,,
MATTAPOISETT,49 FAIRHAVEN,,06-Oct-2014,3,,
MATTAPOISETT,72 FAIRHAVEN,,06-Oct-2014,3,,
MATTAPOISETT,FAIRHAVEN,,06-Oct-2014,3,,
SHREWSBURY,7 SUMMER,,06-Oct-2014,3,,
SOMERVILLE,10 WINSLOW,,06-Oct-2014,3,,
SOUTHBORO,8 MITCHELL,,06-Oct-2014,3,,
SOUTHBORO,NEWTON,,06-Oct-2014,3,,
WORCESTER,2 ESTABROOK,,06-Oct-2014,3,,
WORCESTER,FLORIDA,,06-Oct-2014,3,,
WORCESTER,41 FREDERICKSON,,06-Oct-2014,3,,
WORCESTER,GREEN HILL,@ LINCOLN STREET,06-Oct-2014,3,,
WORCESTER,61 HAVELOCK,,06-Oct-2014,3,,
WORCESTER,2 ORNE,,06-Oct-2014,3,,
FAIRHAVEN,31 HEDGE,,07-Oct-2014,3,,
FAIRHAVEN,40 HEDGE,,07-Oct-2014,3,,
FAIRHAVEN,69 HEDGE,,07-Oct-2014,3,,
FAIRHAVEN,77 HEDGE,,07-Oct-2014,3,,
FAIRHAVEN,9 HEDGE,,07-Oct-2014,3,,
HYDE PARK,82 ARLINGTON,,07-Oct-2014,3,,
SOMERVILLE,COLLEGE,@ 2 PARK AVENUE,07-Oct-2014,3,,
UPTON,33 HARTFORD-NORTH,,07-Oct-2014,3,,
UPTON,5 W-MAIN,,07-Oct-2014,3,,
UPTON,7 W-MAIN,,07-Oct-2014,3,,
WORCESTER,3 CLEGG,,07-Oct-2014,3,,
WORCESTER,180 COBURN,,07-Oct-2014,3,,
WORCESTER,188 COBURN,,07-Oct-2014,3,,
WORCESTER,188 COBURN,,07-Oct-2014,3,,
WORCESTER,226 COBURN,,07-Oct-2014,3,,
WORCESTER,250 COBURN,,07-Oct-2014,3,,
WORCESTER,312 COBURN,,07-Oct-2014,3,,
WORCESTER,9 COBURN,,07-Oct-2014,3,,
WORCESTER,COBURN,,07-Oct-2014,3,,
WORCESTER,41 COES,,07-Oct-2014,3,,
WORCESTER,PERKINS,@ LINCOLN,07-Oct-2014,3,,
FAIRHAVEN,ALDEN,,08-Oct-2014,3,,
FAIRHAVEN,ALDEN,,08-Oct-2014,3,,
FAIRHAVEN,275 MAIN,,08-Oct-2014,3,,
FAIRHAVEN,MAIN,,08-Oct-2014,3,,
HYDE PARK,59 ASHEVILLE,,08-Oct-2014,3,,
HYDE PARK,68 ASHEVILLE,,08-Oct-2014,3,,
SHREWSBURY,HOLMAN,@ SPRING,08-Oct-2014,3,,
SHREWSBURY,28 PARK,,08-Oct-2014,3,,
SOMERVILLE,14 CHERRY,,08-Oct-2014,3,,
SOMERVILLE,63 ELM,,08-Oct-2014,3,,
SOMERVILLE,711-723 SOMERVILLE,,08-Oct-2014,3,,
SOMERVILLE,745 SOMERVILLE,,08-Oct-2014,3,,
WORCESTER,4 COHASSET,,08-Oct-2014,3,,
WORCESTER,1 COLLEGE,,08-Oct-2014,3,,
WORCESTER,27 COLONIAL,,08-Oct-2014,3,,
WORCESTER,26 COMMODORE,,08-Oct-2014,3,,
WORCESTER,62 COMMODORE,,08-Oct-2014,3,,
WORCESTER,90 COMMODORE,,08-Oct-2014,3,,
WORCESTER,COMMODORE,,08-Oct-2014,3,,
WORCESTER,116 COMMONWEALTH,,08-Oct-2014,3,,
WORCESTER,29 COPLEY,,08-Oct-2014,3,,
WORCESTER,60 COPPERFIELD,,08-Oct-2014,3,,
WORCESTER,80 COPPERFIELD,,08-Oct-2014,3,,
WORCESTER,COPPERFIELD,,08-Oct-2014,3,,
WORCESTER,20 JOLMA,,08-Oct-2014,3,,
WORCESTER,103 MILL,,08-Oct-2014,3,,
WORCESTER,109 MILL,,08-Oct-2014,3,,
WORCESTER,115 MILL,,08-Oct-2014,3,,
WORCESTER,118 MILL,,08-Oct-2014,3,,
WORCESTER,455 MILL,,08-Oct-2014,3,,
WORCESTER,7 MOUNT VERNON,,08-Oct-2014,3,,
CAMBRIDGE,799 CONCORD,,09-Oct-2014,3,,
FAIRHAVEN,ALDEN,,09-Oct-2014,3,,
FAIRHAVEN,295 MAIN,,09-Oct-2014,3,,
FAIRHAVEN,378 MAIN,,09-Oct-2014,3,,
SOMERVILLE,39-41 MEACHAM,,09-Oct-2014,3,,
FAIRHAVEN,HARDING,,10-Oct-2014,3,,
FAIRHAVEN,65 HOWLAND,,10-Oct-2014,3,,
FAIRHAVEN,HOWLAND,,10-Oct-2014,3,,
NORTHBORO,9 STONE,,10-Oct-2014,3,,
CAMBRIDGE,BOW,,14-Oct-2014,3,,
CAMBRIDGE,73 GORE,,14-Oct-2014,3,,
CAMBRIDGE,GORE,,14-Oct-2014,3,,
CAMBRIDGE,PEARL,,14-Oct-2014,3,,
HYDE PARK,16 BRUSH HILL,,14-Oct-2014,3,,
PLYMOUTH,55 GRANDVIEW,,14-Oct-2014,3,,
CAMBRIDGE,2203 MASSACHUSETTS,,15-Oct-2014,3,,
CAMBRIDGE,MASSACHUSETTS,,15-Oct-2014,3,,
FAIRHAVEN,439 MAIN,,15-Oct-2014,3,,
HYDE PARK,20 BRUSH HILL,,15-Oct-2014,3,,
HYDE PARK,113 CENTRAL,,15-Oct-2014,3,,
NORTHBORO,6-8 OTIS,,15-Oct-2014,3,,
NORTHBORO,6-8 OTIS,,15-Oct-2014,3,,
CAMBRIDGE,SECOND,,16-Oct-2014,3,,
HYDE PARK,29 CHARLES,,16-Oct-2014,3,,
NORTHBRIDGE,9-11 ARCADE,,16-Oct-2014,3,,
NORTHBRIDGE,447 HILL,,16-Oct-2014,3,,
NORTHBRIDGE,LELAND,,16-Oct-2014,3,,
NORTHBRIDGE,40 PIEDMONT,,16-Oct-2014,3,,
NORTHBRIDGE,11 PLUMMER,,16-Oct-2014,3,,
NORTHBRIDGE,181 SHINING ROCK,,16-Oct-2014,3,,
SHREWSBURY,64 BOYLSTON,,16-Oct-2014,3,,
SHREWSBURY,137 GRAFTON,,16-Oct-2014,3,,
WORCESTER,7 LONGMEADOW,,16-Oct-2014,3,,
WORCESTER,253 LOVELL,,16-Oct-2014,3,,
WORCESTER,295 LOVELL,,16-Oct-2014,3,,
WORCESTER,372 LOVELL,,16-Oct-2014,3,,
WORCESTER,98 LOVELL,,16-Oct-2014,3,,
WORCESTER,LOVELL,,16-Oct-2014,3,,
WORCESTER,105 MAY,,16-Oct-2014,3,,
WORCESTER,137 MAY,,16-Oct-2014,3,,
WORCESTER,160 MAY,,16-Oct-2014,3,,
WORCESTER,240 MAY,,16-Oct-2014,3,,
WORCESTER,251 MAY,,16-Oct-2014,3,,
WORCESTER,124 PAINE,,16-Oct-2014,3,,
WORCESTER,PAINE,,16-Oct-2014,3,,
WORCESTER,18 PATTISON,,16-Oct-2014,3,,
WORCESTER,PENN,,16-Oct-2014,3,,
FAIRHAVEN,10 SPRINGHILL,,17-Oct-2014,3,,
HOPKINTON,8 WOODVIEW,,17-Oct-2014,3,,
HYDE PARK,97 CHILD,,17-Oct-2014,3,,
HYDE PARK,71 CHITTICK,,17-Oct-2014,3,,
SHREWSBURY,19 KING-ARTHUR,,17-Oct-2014,3,,
WORCESTER,ELLIOTT,,17-Oct-2014,3,,
WORCESTER,GREEN,@ WINTER,17-Oct-2014,3,,
WORCESTER,GREEN,@ GOLD,17-Oct-2014,3,,
WORCESTER,22 NORTH,,17-Oct-2014,3,,
WORCESTER,67 NORTH,,17-Oct-2014,3,,
WORCESTER,8 NORTH,,17-Oct-2014,3,,
WORCESTER,NORTH,,17-Oct-2014,3,,
WORCESTER,9 NOTTINGHAM,,17-Oct-2014,3,,
WORCESTER,NOTTINGHAM,,17-Oct-2014,3,,
CAMBRIDGE,54 FRESH POND,,20-Oct-2014,3,,
FAIRHAVEN,13 BROWN,,20-Oct-2014,3,,
FAIRHAVEN,7 WILDING,,20-Oct-2014,3,,
FRAMINGHAM,154 BEACON,,20-Oct-2014,3,,
FRAMINGHAM,798 OLD CONNECTICUT,,20-Oct-2014,3,,
FRAMINGHAM,OLD CONNECTICUT,,20-Oct-2014,3,,
HYDE PARK,120 CHITTICK,,20-Oct-2014,3,,
MAYNARD,1 MICHAEL,,20-Oct-2014,3,,
WORCESTER,31-41 NEW VISTA,,20-Oct-2014,3,,
WORCESTER,67-77 NEW VISTA,,20-Oct-2014,3,,
WORCESTER,11 ORMOND,,20-Oct-2014,3,,
WORCESTER,6-8 OSCEOLA,,20-Oct-2014,3,,
WORCESTER,65 PASADENA,,20-Oct-2014,3,,
WORCESTER,68 PASADENA,,20-Oct-2014,3,,
DEDHAM,80 ROBINWOOD,,21-Oct-2014,3,,
FAIRHAVEN,15 SARATOGA,,21-Oct-2014,3,,
FAIRHAVEN,11 SPRINGHILL,,21-Oct-2014,3,,
FRAMINGHAM,3 CHAPPELWOOD,,21-Oct-2014,3,,
FRAMINGHAM,105 ELM,,21-Oct-2014,3,,
HOPKINTON,1 WOODVIEW,,21-Oct-2014,3,,
HOPKINTON,4 WOODVIEW,,21-Oct-2014,3,,
HYDE PARK,COLLINS,,21-Oct-2014,3,,
HYDE PARK,20 COMO,,21-Oct-2014,3,,
MAYNARD,10 PATTI,,21-Oct-2014,3,,
MAYNARD,3 PATTI,,21-Oct-2014,3,,
SOMERVILLE,29 KIDDER,,21-Oct-2014,3,,
SOMERVILLE,43 KIDDER,,21-Oct-2014,3,,
SOMERVILLE,KIDDER,@ 77 LIBERTY,21-Oct-2014,3,,
WORCESTER,18-20 BERKELY,,21-Oct-2014,3,,
WORCESTER,EPWORTH,@ WHIPPLE,21-Oct-2014,3,,
WORCESTER,81 HEYWOOD,,21-Oct-2014,3,,
WORCESTER,96 HEYWOOD,,21-Oct-2014,3,,
WORCESTER,98 HEYWOOD,,21-Oct-2014,3,,
WORCESTER,OPP 36 MONROE,,21-Oct-2014,3,,
WORCESTER,81 MOORE,,21-Oct-2014,3,,
WORCESTER,86 MOORE,,21-Oct-2014,3,,
WORCESTER,460 MOWER,,21-Oct-2014,3,,
WORCESTER,416 NEW BOND,,21-Oct-2014,3,,
WORCESTER,92 NEW BOND,,21-Oct-2014,3,,
WORCESTER,NEWTON,,21-Oct-2014,3,,
WORCESTER,13 PONIKEN,,21-Oct-2014,3,,
WORCESTER,16 PONIKEN,,21-Oct-2014,3,,
WORCESTER,15 PROCTOR,,21-Oct-2014,3,,
WORCESTER,19 PROCTOR,,21-Oct-2014,3,,
BOYLSTON,916 EDGEBROOK,,22-Oct-2014,3,,
CAMBRIDGE,ALLSTON,,22-Oct-2014,3,,
CAMBRIDGE,19 ASH,,22-Oct-2014,3,,
CAMBRIDGE,CARLETON,,22-Oct-2014,3,,
CAMBRIDGE,96 CONCORD,,22-Oct-2014,3,,
FAIRHAVEN,23 HOPKINS,,22-Oct-2014,3,,
FRAMINGHAM,154 WATER,,22-Oct-2014,3,,
FRAMINGHAM,214 WATER,,22-Oct-2014,3,,
FRAMINGHAM,514 WATER,,22-Oct-2014,3,,
FRAMINGHAM,677 WATER,,22-Oct-2014,3,,
HOPEDALE,MENDON,,22-Oct-2014,3,,
HYDE PARK,42 COMO,,22-Oct-2014,3,,
HYDE PARK,79 COMO,,22-Oct-2014,3,,
