ADDRESS,TOWN,INTERSECTION,CLASSIFIED,GRADE
585 PARK,WORCESTER,,19-Oct-15,3
SUNDERLAND,WORCESTER,@ ROUTE 20,19-Oct-15,3
10 BLDG 30 VILLAGE,SOUTHBORO,,20-Oct-15,3
32 RUTH,MARLBORO,,21-Oct-15,3
306 PLANTATION,WORCESTER,,21-Oct-15,3
17 PLEASANT,WORCESTER,,21-Oct-15,3
PLEASANT,WORCESTER,@ WINSLOW ST,21-Oct-15,3
FARM,MARLBORO,,22-Oct-15,3
216 MAIN,MAYNARD,,22-Oct-15,3
29 PURDUE,MILFORD,,22-Oct-15,3
88 ELM,WORCESTER,,22-Oct-15,3
624 SALISBURY,WORCESTER,,22-Oct-15,3
54 CEDAR,WORCESTER,,23-Oct-15,3
CEDAR,WORCESTER,@ RUSSELL ST,23-Oct-15,3
208 CHANDLER,WORCESTER,,26-Oct-15,3
74 CHANDLER,WORCESTER,,26-Oct-15,3
90 HOLDEN,WORCESTER,,26-Oct-15,3
4 PAUL REVERE,WORCESTER,,26-Oct-15,3
6 PAUL REVERE,WORCESTER,,26-Oct-15,3
OPP 50 BRIDGE,DEDHAM,,27-Oct-15,3
NEEDHAM,DEDHAM,,27-Oct-15,3
4 OLD COLONY,WORCESTER,,27-Oct-15,3
970 PLEASANT,WORCESTER,,27-Oct-15,3
108 WAVERLY,ASHLAND,,28-Oct-15,3
18 COURSE BROOK,SHERBORN,,28-Oct-15,3
4 RESERVOIR,SOUTHBORO,,28-Oct-15,3
38 DIX,WORCESTER,,28-Oct-15,3
59 WILLIAM,WORCESTER,,28-Oct-15,3
343 WOOD,HOPKINTON,,29-Oct-15,2
12 ANDREWS,MARLBORO,,29-Oct-15,3
11 CHECKERBERRY,SHREWSBURY,,29-Oct-15,3
20 PRUDENTIAL,WORCESTER,,29-Oct-15,3
107 CHICKERING,DEDHAM,,30-Oct-15,3
75 MILL,FAIRHAVEN,,30-Oct-15,3
MILL,FAIRHAVEN,ROUTE 6,30-Oct-15,3
1 LOMAS,FRAMINGHAM,,30-Oct-15,3
BELKNAP,FRAMINGHAM,@ WOODMERE RD,30-Oct-15,2
11 SIDNEY,MARLBORO,,30-Oct-15,3
83 WEBSTER,NEEDHAM,,30-Oct-15,3
106-108 ACUSHNET,NEW BEDFORD,,30-Oct-15,3
163 AUSTIN,WORCESTER,,30-Oct-15,3
61 BEECHMONT,WORCESTER,,30-Oct-15,3
FREMONT,DARTMOUTH,@ PLEASANT ST,2-Nov-15,3
189 WOOD,HYDE PARK,,2-Nov-15,3
58 RIVERLIN,MILLBURY,,2-Nov-15,3
23 LESLIE,MILLBURY,,3-Nov-15,3
22 IONIC,WORCESTER,,3-Nov-15,3
105 MERRICK,WORCESTER,,3-Nov-15,3
45 SOMERSET,WORCESTER,,3-Nov-15,3
724 WATER,FRAMINGHAM,,4-Nov-15,3
WATER,FRAMINGHAM,@ COSTA CIR,4-Nov-15,2
127 FOREST,HUDSON,,4-Nov-15,3
BOYDEN,WORCESTER,@ CARO ST,4-Nov-15,3
6 BOYNTON,WORCESTER,,4-Nov-15,3
9 DEAN,WORCESTER,,4-Nov-15,3
10 DENNY,WORCESTER,,4-Nov-15,3
69 HAMILTON,WORCESTER,,4-Nov-15,3
3 MONTVALE,WORCESTER,,4-Nov-15,3
113 INMAN,CAMBRIDGE,,5-Nov-15,2
11 ALPINE,HYDE PARK,,5-Nov-15,3
56 WEST MILTON,HYDE PARK,,5-Nov-15,3
66 WEST MILTON,HYDE PARK,,5-Nov-15,3
25 SPRING,MARION,,5-Nov-15,3
12 ALGONQUIN,WORCESTER,,5-Nov-15,3
34 HANCOCK HILL,WORCESTER,,5-Nov-15,3
SOUTH SUMMER,FAIRHAVEN,,6-Nov-15,3
184 GREENFIELD,HYDE PARK,,6-Nov-15,3
292 MAIN,NORTHBORO,,6-Nov-15,3
421 MASSASOIT,WORCESTER,,6-Nov-15,3
112 SANDINI,MARLBORO,,9-Nov-15,3
25 ELM RIDGE,STOW,,9-Nov-15,3
HILLVIEW,WESTWOOD,,9-Nov-15,3
MARSHALL,WESTWOOD,,9-Nov-15,3
1-3 ASHLAND,WORCESTER,,9-Nov-15,3
2 NEWBURY,WORCESTER,,9-Nov-15,3
1127 HYDE PARK,HYDE PARK,,10-Nov-15,3
4202 WILLOW,MARLBORO,,10-Nov-15,3
80 GLEASONDALE,STOW,,10-Nov-15,3
285 SALISBURY,WORCESTER,,10-Nov-15,3
64 UNION,SOMERVILLE,,12-Nov-15,2
193 GLEASONDALE,STOW,,12-Nov-15,3
13 BEAUREGARD,MARLBORO,,13-Nov-15,3
10 IRVING,WORCESTER,,13-Nov-15,3
220 SALISBURY,WORCESTER,,13-Nov-15,3
489 ELM,FRAMINGHAM,,16-Nov-15,2
488 EDGELL,FRAMINGHAM,,17-Nov-15,3
35 GRAFTON COMMON,GRAFTON,,17-Nov-15,3
9 DANA,CAMBRIDGE,,18-Nov-15,3
CENTRAL,FRAMINGHAM,@ FENWICK ST,18-Nov-15,3
2602 PARK VIEW,MARLBORO,,18-Nov-15,3
2488 ACUSHNET,NEW BEDFORD,,18-Nov-15,3
110 WEST UNION,ASHLAND,,19-Nov-15,3
16 WEST UNION,ASHLAND,,19-Nov-15,3
411 PLEASANT,FRAMINGHAM,,19-Nov-15,2
30 HARRISON,MAYNARD,,19-Nov-15,3
DEWEY,WORCESTER,@ AUSTIN ST,19-Nov-15,3
138 KENBERMA,WORCESTER,,19-Nov-15,3
108 PACKARD,SOMERVILLE,,23-Nov-15,3
290 PARK,WORCESTER,,23-Nov-15,3
292 PARK,WORCESTER,,23-Nov-15,3
627 GROVE,FRAMINGHAM,,24-Nov-15,2
LINCOLN,WORCESTER,AT N. LAKE AVENUE,24-Nov-15,3
45-47 MAPLE,CAMBRIDGE,,25-Nov-15,3
17 MEADOW,DARTMOUTH,,25-Nov-15,3
240 ADAMS,FAIRHAVEN,,25-Nov-15,3
384 HIGHLAND,SOMERVILLE,,25-Nov-15,3
409 HEMENWAY,MARLBORO,,27-Nov-15,3
69 PROSPECT,SOMERVILLE,,30-Nov-15,3
26 LAURIER,WORCESTER,,30-Nov-15,3
15 ELM,FRAMINGHAM,,1-Dec-15,3
6 NORTH,FRAMINGHAM,,1-Dec-15,3
130 ROBERT,MARLBORO,,1-Dec-15,3
17 BAPTIST,MATTAPOISETT,,1-Dec-15,3
17 BAPTIST,MATTAPOISETT,,1-Dec-15,3
23 WINTER,KINGSTON,,2-Dec-15,3
41 PINE,MILFORD,,2-Dec-15,3
80 NEW YORK,FRAMINGHAM,,3-Dec-15,3
TARKILN HILL,NEW BEDFORD,@ CHURCH ST,3-Dec-15,3
53 LINCOLN,GRAFTON,,4-Dec-15,3
136 FOREST,HUDSON,,4-Dec-15,3
24 MAIN,KINGSTON,,4-Dec-15,3
73 WALTHAM,MAYNARD,,7-Dec-15,2
DANE,SOMERVILLE,,7-Dec-15,3
8 FAIRFAX,SOMERVILLE,,7-Dec-15,3
21 EAST MAIN,WESTBOROUGH,,7-Dec-15,3
190 POND,ASHLAND,,8-Dec-15,3
PHILLIPS,CAMBRIDGE,@ ST. JAMES RD,8-Dec-15,3
PEARSON,SOMERVILLE,,8-Dec-15,3
12 ALPINE,WORCESTER,,8-Dec-15,3
10 LACONIA,WORCESTER,,8-Dec-15,3
16 WINNIPEG,WORCESTER,,8-Dec-15,3
88 GORDON,HYDE PARK,,10-Dec-15,3
11 PLEASANT,NEW BEDFORD,,10-Dec-15,3
100 INSTITUTE,WORCESTER,,10-Dec-15,3
5 RUDOLPH,WORCESTER,,10-Dec-15,3
816 MEMORIAL,CAMBRIDGE,,11-Dec-15,3
6 HARDING,FAIRHAVEN,,11-Dec-15,3
22 GREENBROOK,HYDE PARK,,11-Dec-15,3
130 COLLEGE,SOMERVILLE,,11-Dec-15,3
20-22 SEVEN PINES,SOMERVILLE,,11-Dec-15,3
DALE,DEDHAM,,14-Dec-15,3
6 WOOD,FAIRHAVEN,,14-Dec-15,3
STILLMAN,FRAMINGHAM,,14-Dec-15,3
24 CHURCH,NATICK,,14-Dec-15,2
254 MCGRATH,SOMERVILLE,,14-Dec-15,3
OLD COLONY,WESTBOROUGH,@ W. MAIN ST,14-Dec-15,3
9 MINA,FAIRHAVEN,,15-Dec-15,3
79 BEACON,FRAMINGHAM,,16-Dec-15,2
BEACON,FRAMINGHAM,,16-Dec-15,2
42 MANNING,DEDHAM,,17-Dec-15,3
SHIRLEY,FAIRHAVEN,,17-Dec-15,3
6 HOME,NATICK,,17-Dec-15,3
13 KEANE,NATICK,,17-Dec-15,3
93 STANDISH,WORCESTER,,18-Dec-15,3
14-16 NORTH STONE MILL,DEDHAM,,21-Dec-15,3
1 HALLETT,FRAMINGHAM,,21-Dec-15,3
171 LOCKLAND,FRAMINGHAM,,21-Dec-15,2
38 ORCHARD,DEDHAM,,22-Dec-15,3
105 SECOND,FRAMINGHAM,,22-Dec-15,3
32B SECOND,FRAMINGHAM,,22-Dec-15,3
784 TRUMAN,HYDE PARK,,22-Dec-15,3
780 TRUMAN,HYDE PARK,,22-Dec-15,2
66 SOUTH,PLYMOUTH,,22-Dec-15,3
2 SMITH,DEDHAM,,23-Dec-15,3
67 OCEAN,FAIRHAVEN,,23-Dec-15,3
FENWICK,FRAMINGHAM,,23-Dec-15,3
892 RIVER,HYDE PARK,,23-Dec-15,3
344 EAST BOSTON POST,MARLBORO,,30-Dec-15,2
327 WEST CENTRAL,NATICK,,30-Dec-15,3
829 WORCESTER,NATICK,,30-Dec-15,3
11 BOWDOIN,MILFORD,,31-Dec-15,2
